gene,1st tool,2nd tool,frequencies method,conservation method,haplogroup,#diffs
COX3,mafft_auto,muscle_auto,unweighted,variance,A,0
COX3,mafft_auto,muscle_auto,unweighted,variance,I,2
COX3,mafft_auto,muscle_auto,unweighted,variance,O,0
COX3,mafft_auto,muscle_auto,unweighted,variance,S,0
COX3,mafft_auto,muscle_auto,unweighted,variance,W,0
COX3,mafft_auto,muscle_auto,unweighted,variance,X,0
COX3,mafft_auto,muscle_auto,unweighted,variance,Y,0
COX3,mafft_auto,muscle_auto,unweighted,variance,R0,0
COX3,mafft_auto,muscle_auto,unweighted,variance,B6,0
COX3,mafft_auto,muscle_auto,unweighted,variance,F,0
COX3,mafft_auto,muscle_auto,unweighted,variance,J,0
COX3,mafft_auto,muscle_auto,unweighted,variance,P,0
COX3,mafft_auto,muscle_auto,unweighted,variance,K,0
COX3,mafft_auto,muscle_auto,unweighted,variance,B,0
COX3,mafft_auto,muscle_auto,unweighted,variance,HV,0
COX3,mafft_auto,muscle_auto,unweighted,variance,T,0
COX3,mafft_auto,muscle_auto,unweighted,variance,R,0
COX3,mafft_auto,muscle_auto,unweighted,variance,H,0
COX3,mafft_auto,muscle_auto,unweighted,variance,V,0
COX3,mafft_auto,muscle_auto,unweighted,variance,U,0
COX3,mafft_auto,muscle_auto,weighted,entropy,L0,0
COX3,mafft_auto,muscle_auto,weighted,entropy,L1,0
COX3,mafft_auto,muscle_auto,weighted,entropy,L2,0
COX3,mafft_auto,muscle_auto,weighted,entropy,L3,0
COX3,mafft_auto,muscle_auto,weighted,entropy,L4,0
COX3,mafft_auto,muscle_auto,weighted,entropy,L5,0
COX3,mafft_auto,muscle_auto,weighted,entropy,L6,0
COX3,mafft_auto,muscle_auto,weighted,entropy,M,0
COX3,mafft_auto,muscle_auto,weighted,entropy,C,0
COX3,mafft_auto,muscle_auto,weighted,entropy,E,0
COX3,mafft_auto,muscle_auto,weighted,entropy,G,0
COX3,mafft_auto,muscle_auto,weighted,entropy,Q,0
COX3,mafft_auto,muscle_auto,weighted,entropy,Z,0
COX3,mafft_auto,muscle_auto,weighted,entropy,D,0
COX3,mafft_auto,muscle_auto,weighted,entropy,N,0
COX3,mafft_auto,muscle_auto,weighted,entropy,A,0
COX3,mafft_auto,muscle_auto,weighted,entropy,I,33
COX3,mafft_auto,muscle_auto,weighted,entropy,O,0
COX3,mafft_auto,muscle_auto,weighted,entropy,S,0
COX3,mafft_auto,muscle_auto,weighted,entropy,W,0
COX3,mafft_auto,muscle_auto,weighted,entropy,X,0
COX3,mafft_auto,muscle_auto,weighted,entropy,Y,0
COX3,mafft_auto,muscle_auto,weighted,entropy,R0,0
COX3,mafft_auto,muscle_auto,weighted,entropy,B6,0
COX3,mafft_auto,muscle_auto,weighted,entropy,F,0
COX3,mafft_auto,muscle_auto,weighted,entropy,J,0
COX3,mafft_auto,muscle_auto,weighted,entropy,P,0
COX3,mafft_auto,muscle_auto,weighted,entropy,K,0
COX3,mafft_auto,muscle_auto,weighted,entropy,B,0
COX3,mafft_auto,muscle_auto,weighted,entropy,HV,0
COX3,mafft_auto,muscle_auto,weighted,entropy,T,0
COX3,mafft_auto,muscle_auto,weighted,entropy,R,0
COX3,mafft_auto,muscle_auto,weighted,entropy,H,0
COX3,mafft_auto,muscle_auto,weighted,entropy,V,0
COX3,mafft_auto,muscle_auto,weighted,entropy,U,0
COX3,mafft_auto,muscle_auto,weighted,variance,L0,0
COX3,mafft_auto,muscle_auto,weighted,variance,L1,0
COX3,mafft_auto,muscle_auto,weighted,variance,L2,0
COX3,mafft_auto,muscle_auto,weighted,variance,L3,0
COX3,mafft_auto,muscle_auto,weighted,variance,L4,0
COX3,mafft_auto,muscle_auto,weighted,variance,L5,0
COX3,mafft_auto,muscle_auto,weighted,variance,L6,0
COX3,mafft_auto,muscle_auto,weighted,variance,M,0
COX3,mafft_auto,muscle_auto,weighted,variance,C,0
COX3,mafft_auto,muscle_auto,weighted,variance,E,0
COX3,mafft_auto,muscle_auto,weighted,variance,G,0
COX3,mafft_auto,muscle_auto,weighted,variance,Q,0
COX3,mafft_auto,muscle_auto,weighted,variance,Z,0
COX3,mafft_auto,muscle_auto,weighted,variance,D,0
COX3,mafft_auto,muscle_auto,weighted,variance,N,0
COX3,mafft_auto,muscle_auto,weighted,variance,A,0
COX3,mafft_auto,muscle_auto,weighted,variance,I,2
COX3,mafft_auto,muscle_auto,weighted,variance,O,0
COX3,mafft_auto,muscle_auto,weighted,variance,S,0
COX3,mafft_auto,muscle_auto,weighted,variance,W,0
COX3,mafft_auto,muscle_auto,weighted,variance,X,0
COX3,mafft_auto,muscle_auto,weighted,variance,Y,0
COX3,mafft_auto,muscle_auto,weighted,variance,R0,0
COX3,mafft_auto,muscle_auto,weighted,variance,B6,0
COX3,mafft_auto,muscle_auto,weighted,variance,F,0
COX3,mafft_auto,muscle_auto,weighted,variance,J,0
COX3,mafft_auto,muscle_auto,weighted,variance,P,0
COX3,mafft_auto,muscle_auto,weighted,variance,K,0
COX3,mafft_auto,muscle_auto,weighted,variance,B,0
COX3,mafft_auto,muscle_auto,weighted,variance,HV,0
COX3,mafft_auto,muscle_auto,weighted,variance,T,0
COX3,mafft_auto,muscle_auto,weighted,variance,R,0
COX3,mafft_auto,muscle_auto,weighted,variance,H,0
COX3,mafft_auto,muscle_auto,weighted,variance,V,0
COX3,mafft_auto,muscle_auto,weighted,variance,U,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,L0,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,L1,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,L2,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,L3,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,L4,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,L5,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,L6,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,M,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,C,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,E,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,G,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,Q,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,Z,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,D,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,N,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,A,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,I,2
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,O,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,S,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,W,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,X,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,Y,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,R0,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,B6,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,F,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,J,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,P,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,K,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,B,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,HV,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,T,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,R,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,H,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,V,0
COX3,mafft_auto,muscle_fastdna,unweighted,entropy,U,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,L0,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,L1,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,L2,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,L3,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,L4,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,L5,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,L6,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,M,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,C,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,E,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,G,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,Q,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,Z,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,D,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,N,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,A,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,I,2
COX3,mafft_auto,muscle_fastdna,unweighted,variance,O,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,S,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,W,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,X,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,Y,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,R0,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,B6,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,F,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,J,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,P,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,K,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,B,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,HV,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,T,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,R,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,H,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,V,0
COX3,mafft_auto,muscle_fastdna,unweighted,variance,U,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,L0,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,L1,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,L2,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,L3,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,L4,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,L5,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,L6,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,M,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,C,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,E,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,G,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,Q,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,Z,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,D,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,N,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,A,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,I,33
COX3,mafft_auto,muscle_fastdna,weighted,entropy,O,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,S,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,W,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,X,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,Y,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,R0,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,B6,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,F,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,J,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,P,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,K,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,B,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,HV,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,T,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,R,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,H,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,V,0
COX3,mafft_auto,muscle_fastdna,weighted,entropy,U,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,L0,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,L1,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,L2,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,L3,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,L4,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,L5,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,L6,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,M,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,C,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,E,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,G,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,Q,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,Z,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,D,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,N,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,A,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,I,2
COX3,mafft_auto,muscle_fastdna,weighted,variance,O,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,S,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,W,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,X,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,Y,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,R0,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,B6,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,F,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,J,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,P,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,K,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,B,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,HV,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,T,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,R,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,H,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,V,0
COX3,mafft_auto,muscle_fastdna,weighted,variance,U,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,L0,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,L1,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,L2,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,L3,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,L4,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,L5,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,L6,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,M,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,C,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,E,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,G,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,Q,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,Z,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,D,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,N,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,A,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,I,2
COX3,mafft_auto,muscle_largein,unweighted,entropy,O,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,S,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,W,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,X,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,Y,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,R0,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,B6,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,F,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,J,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,P,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,K,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,B,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,HV,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,T,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,R,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,H,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,V,0
COX3,mafft_auto,muscle_largein,unweighted,entropy,U,0
COX3,mafft_auto,muscle_largein,unweighted,variance,L0,0
COX3,mafft_auto,muscle_largein,unweighted,variance,L1,0
COX3,mafft_auto,muscle_largein,unweighted,variance,L2,0
COX3,mafft_auto,muscle_largein,unweighted,variance,L3,0
COX3,mafft_auto,muscle_largein,unweighted,variance,L4,0
COX3,mafft_auto,muscle_largein,unweighted,variance,L5,0
COX3,mafft_auto,muscle_largein,unweighted,variance,L6,0
COX3,mafft_auto,muscle_largein,unweighted,variance,M,0
COX3,mafft_auto,muscle_largein,unweighted,variance,C,0
COX3,mafft_auto,muscle_largein,unweighted,variance,E,0
COX3,mafft_auto,muscle_largein,unweighted,variance,G,0
COX3,mafft_auto,muscle_largein,unweighted,variance,Q,0
COX3,mafft_auto,muscle_largein,unweighted,variance,Z,0
COX3,mafft_auto,muscle_largein,unweighted,variance,D,0
COX3,mafft_auto,muscle_largein,unweighted,variance,N,0
COX3,mafft_auto,muscle_largein,unweighted,variance,A,0
COX3,mafft_auto,muscle_largein,unweighted,variance,I,2
COX3,mafft_auto,muscle_largein,unweighted,variance,O,0
COX3,mafft_auto,muscle_largein,unweighted,variance,S,0
COX3,mafft_auto,muscle_largein,unweighted,variance,W,0
COX3,mafft_auto,muscle_largein,unweighted,variance,X,0
COX3,mafft_auto,muscle_largein,unweighted,variance,Y,0
COX3,mafft_auto,muscle_largein,unweighted,variance,R0,0
COX3,mafft_auto,muscle_largein,unweighted,variance,B6,0
COX3,mafft_auto,muscle_largein,unweighted,variance,F,0
COX3,mafft_auto,muscle_largein,unweighted,variance,J,0
COX3,mafft_auto,muscle_largein,unweighted,variance,P,0
COX3,mafft_auto,muscle_largein,unweighted,variance,K,0
COX3,mafft_auto,muscle_largein,unweighted,variance,B,0
COX3,mafft_auto,muscle_largein,unweighted,variance,HV,0
COX3,mafft_auto,muscle_largein,unweighted,variance,T,0
COX3,mafft_auto,muscle_largein,unweighted,variance,R,0
COX3,mafft_auto,muscle_largein,unweighted,variance,H,0
COX3,mafft_auto,muscle_largein,unweighted,variance,V,0
COX3,mafft_auto,muscle_largein,unweighted,variance,U,0
COX3,mafft_auto,muscle_largein,weighted,entropy,L0,0
COX3,mafft_auto,muscle_largein,weighted,entropy,L1,0
COX3,mafft_auto,muscle_largein,weighted,entropy,L2,0
COX3,mafft_auto,muscle_largein,weighted,entropy,L3,0
COX3,mafft_auto,muscle_largein,weighted,entropy,L4,0
COX3,mafft_auto,muscle_largein,weighted,entropy,L5,0
COX3,mafft_auto,muscle_largein,weighted,entropy,L6,0
COX3,mafft_auto,muscle_largein,weighted,entropy,M,0
COX3,mafft_auto,muscle_largein,weighted,entropy,C,0
COX3,mafft_auto,muscle_largein,weighted,entropy,E,0
COX3,mafft_auto,muscle_largein,weighted,entropy,G,0
COX3,mafft_auto,muscle_largein,weighted,entropy,Q,0
COX3,mafft_auto,muscle_largein,weighted,entropy,Z,0
COX3,mafft_auto,muscle_largein,weighted,entropy,D,0
COX3,mafft_auto,muscle_largein,weighted,entropy,N,0
COX3,mafft_auto,muscle_largein,weighted,entropy,A,0
COX3,mafft_auto,muscle_largein,weighted,entropy,I,33
COX3,mafft_auto,muscle_largein,weighted,entropy,O,0
COX3,mafft_auto,muscle_largein,weighted,entropy,S,0
COX3,mafft_auto,muscle_largein,weighted,entropy,W,0
COX3,mafft_auto,muscle_largein,weighted,entropy,X,0
COX3,mafft_auto,muscle_largein,weighted,entropy,Y,0
COX3,mafft_auto,muscle_largein,weighted,entropy,R0,0
COX3,mafft_auto,muscle_largein,weighted,entropy,B6,0
COX3,mafft_auto,muscle_largein,weighted,entropy,F,0
COX3,mafft_auto,muscle_largein,weighted,entropy,J,0
COX3,mafft_auto,muscle_largein,weighted,entropy,P,0
COX3,mafft_auto,muscle_largein,weighted,entropy,K,0
COX3,mafft_auto,muscle_largein,weighted,entropy,B,0
COX3,mafft_auto,muscle_largein,weighted,entropy,HV,0
COX3,mafft_auto,muscle_largein,weighted,entropy,T,0
COX3,mafft_auto,muscle_largein,weighted,entropy,R,0
COX3,mafft_auto,muscle_largein,weighted,entropy,H,0
COX3,mafft_auto,muscle_largein,weighted,entropy,V,0
COX3,mafft_auto,muscle_largein,weighted,entropy,U,0
COX3,mafft_auto,muscle_largein,weighted,variance,L0,0
COX3,mafft_auto,muscle_largein,weighted,variance,L1,0
COX3,mafft_auto,muscle_largein,weighted,variance,L2,0
COX3,mafft_auto,muscle_largein,weighted,variance,L3,0
COX3,mafft_auto,muscle_largein,weighted,variance,L4,0
COX3,mafft_auto,muscle_largein,weighted,variance,L5,0
COX3,mafft_auto,muscle_largein,weighted,variance,L6,0
COX3,mafft_auto,muscle_largein,weighted,variance,M,0
COX3,mafft_auto,muscle_largein,weighted,variance,C,0
COX3,mafft_auto,muscle_largein,weighted,variance,E,0
COX3,mafft_auto,muscle_largein,weighted,variance,G,0
COX3,mafft_auto,muscle_largein,weighted,variance,Q,0
COX3,mafft_auto,muscle_largein,weighted,variance,Z,0
COX3,mafft_auto,muscle_largein,weighted,variance,D,0
COX3,mafft_auto,muscle_largein,weighted,variance,N,0
COX3,mafft_auto,muscle_largein,weighted,variance,A,0
COX3,mafft_auto,muscle_largein,weighted,variance,I,2
COX3,mafft_auto,muscle_largein,weighted,variance,O,0
COX3,mafft_auto,muscle_largein,weighted,variance,S,0
COX3,mafft_auto,muscle_largein,weighted,variance,W,0
COX3,mafft_auto,muscle_largein,weighted,variance,X,0
COX3,mafft_auto,muscle_largein,weighted,variance,Y,0
COX3,mafft_auto,muscle_largein,weighted,variance,R0,0
COX3,mafft_auto,muscle_largein,weighted,variance,B6,0
COX3,mafft_auto,muscle_largein,weighted,variance,F,0
COX3,mafft_auto,muscle_largein,weighted,variance,J,0
COX3,mafft_auto,muscle_largein,weighted,variance,P,0
COX3,mafft_auto,muscle_largein,weighted,variance,K,0
COX3,mafft_auto,muscle_largein,weighted,variance,B,0
COX3,mafft_auto,muscle_largein,weighted,variance,HV,0
COX3,mafft_auto,muscle_largein,weighted,variance,T,0
COX3,mafft_auto,muscle_largein,weighted,variance,R,0
COX3,mafft_auto,muscle_largein,weighted,variance,H,0
COX3,mafft_auto,muscle_largein,weighted,variance,V,0
COX3,mafft_auto,muscle_largein,weighted,variance,U,0
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,L0,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,L1,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,L2,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,L3,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,L4,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,L5,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,L6,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,M,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,C,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,E,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,G,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,Q,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,Z,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,D,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,N,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,A,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,I,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,O,0
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,S,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,W,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,X,0
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,Y,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,R0,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,B6,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,F,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,J,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,P,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,K,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,B,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,HV,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,T,0
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,R,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,H,0
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,V,2
COX3,mafft_linsi,mafft_parttree,unweighted,entropy,U,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,L0,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,L1,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,L2,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,L3,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,L4,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,L5,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,L6,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,M,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,C,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,E,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,G,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,Q,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,Z,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,D,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,N,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,A,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,I,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,O,0
COX3,mafft_linsi,mafft_parttree,unweighted,variance,S,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,W,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,X,0
COX3,mafft_linsi,mafft_parttree,unweighted,variance,Y,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,R0,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,B6,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,F,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,J,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,P,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,K,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,B,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,HV,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,T,0
COX3,mafft_linsi,mafft_parttree,unweighted,variance,R,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,H,0
COX3,mafft_linsi,mafft_parttree,unweighted,variance,V,2
COX3,mafft_linsi,mafft_parttree,unweighted,variance,U,2
COX3,mafft_linsi,mafft_parttree,weighted,entropy,L0,2
COX3,mafft_linsi,mafft_parttree,weighted,entropy,L1,2
COX3,mafft_linsi,mafft_parttree,weighted,entropy,L2,2
COX3,mafft_linsi,mafft_parttree,weighted,entropy,L3,2
COX3,mafft_linsi,mafft_parttree,weighted,entropy,L4,2
